bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,sentence_id,sentence_number,sentence,utterance_id,sentence_raw
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12348,5,"And well, that does occasionally make us a little bit anxious like, “Oh, is this sustainable?",45,"And well, that does occasionally make us a little bit anxious like, “Oh, is this sustainable?"
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12349,6,Might there be downside here?”,45,Might there be downside here?”
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12350,7,"For now, that does seem to be the new normal.",45,"For now, that does seem to be the new normal."
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12351,8,"And I do think that having rates off the lower zero bound and a sort of more normal dynamic and global rates, that not only affects the rates business, but it affects the Foreign Exchange business.",45,"And I do think that having rates off the lower zero bound and a sort of more normal dynamic and global rates, that not only affects the rates business, but it affects the Foreign Exchange business."
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12352,9,It generally just makes asset allocation decisions more important and more interesting.,45,It generally just makes asset allocation decisions more important and more interesting.
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12353,10,"And so, all of that creates risk management needs and active managers need to grapple with it, and so on and so forth.",45,"And so, all of that creates risk management needs and active managers need to grapple with it, and so on and so forth."
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12354,11,"So, I think that – those are some of the themes on the Market side at the margin.",45,"So, I think that – those are some of the themes on the Market side at the margin."
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12355,12,"And yeah, we'll see how the rest of the year goes.",45,"And yeah, we'll see how the rest of the year goes."
JPM,2024-Q1,earnings,2024-04-12,46,qa,management,Jeremy Barnum,,12356,13,"But it sort of seems to be behaving relatively normally, I would say.",45,"But it sort of seems to be behaving relatively normally, I would say."
JPM,2024-Q1,earnings,2024-04-12,47,qa,operator,Operator,,12357,1,Thank you.,46,Thank you.
JPM,2024-Q1,earnings,2024-04-12,47,qa,operator,Operator,,12358,2,Our next question comes from Mike Mayo with Wells Fargo.,46,Our next question comes from Mike Mayo with Wells Fargo.
JPM,2024-Q1,earnings,2024-04-12,47,qa,operator,Operator,,12359,3,You may proceed.,46,You may proceed.
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12360,1,Hi.,47,Hi.
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12361,2,"Jamie, I'm just trying to reconcile some of your concerns in your CEO letter.",47,"Jamie, I'm just trying to reconcile some of your concerns in your CEO letter."
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12362,3,"I'm sure the 60 pages – I can see you put a lot of effort into that, and it's appreciated.",47,"I'm sure the 60 pages – I can see you put a lot of effort into that, and it's appreciated."
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12363,4,"But you talked about scenarios, tail risk, macro risk, geopolitical risk and all that over several years, if not weeks or months.",47,"But you talked about scenarios, tail risk, macro risk, geopolitical risk and all that over several years, if not weeks or months."
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12364,5,I get it.,47,I get it.
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12365,6,"On the other hand, the firm is investing so much more outside the U.S., whether it's commercial or some digital banking, consumer or wholesale payments.",47,"On the other hand, the firm is investing so much more outside the U.S., whether it's commercial or some digital banking, consumer or wholesale payments."
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12366,7,"So, I'm just trying to reconcile kind of your actions with your words.",47,"So, I'm just trying to reconcile kind of your actions with your words."
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12367,8,"And specifically, how is global Wholesale Payments going?",47,"And specifically, how is global Wholesale Payments going?"
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12368,9,You mentioned you're in 60 countries.,47,You mentioned you're in 60 countries.
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12369,10,You do business a lot more.,47,You do business a lot more.
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12370,11,How is that business in particular doing?,47,How is that business in particular doing?
JPM,2024-Q1,earnings,2024-04-12,48,qa,analyst,Mike Mayo,Wells Fargo Securities,12371,12,Thanks.,47,Thanks.
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12372,1,"Right, Mike.",48,"Right, Mike."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12373,2,So I’m sorry to tell you that Jamie actually left us because he’s at a leadership off-site.,48,So I’m sorry to tell you that Jamie actually left us because he’s at a leadership off-site.
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12374,3,That’s why he was here remote.,48,That’s why he was here remote.
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12375,4,"So, I think he left the call in my hands, for better or for worse.",48,"So, I think he left the call in my hands, for better or for worse."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12376,5,But let me try to address some of your points and without sort of speaking for Jamie here.,48,But let me try to address some of your points and without sort of speaking for Jamie here.
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12377,6,"I think that when we talk about the impact of the geopolitical uncertainty on the outlook, part of the point there is to note that the U.S. is not isolated from that.",48,"I think that when we talk about the impact of the geopolitical uncertainty on the outlook, part of the point there is to note that the U.S. is not isolated from that."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12378,7,"If we have global macroeconomic problems as a result of geopolitical situations, that’s not only a problem outside of the U.S.; that affects the global economy and therefore the US and therefore our corporate customers, et cetera, et cetera.",48,"If we have global macroeconomic problems as a result of geopolitical situations, that’s not only a problem outside of the U.S.; that affects the global economy and therefore the US and therefore our corporate customers, et cetera, et cetera."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12379,8,"And in that context, keeping in mind what we always say that we invest through-the-cycle, that we sort of, we do not go into countries and then leave countries, et cetera.",48,"And in that context, keeping in mind what we always say that we invest through-the-cycle, that we sort of, we donot go into countries and then leave countries, et cetera."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12380,9,"Obviously, we adjust around the edges, we manage risks, we do make choices as a function of the overall geopolitical environment.",48,"Obviously, we adjust around the edges, we manage risks, we do make choices as a function of the overall geopolitical environment."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12381,10,"But broadly, the notion that we would pull back meaningfully from one of the key competitive strengths that this company has always had which is, its sort of global character because of a particular moment geopolitically, would just be inconsistent with how we've always operated.",48,"But broadly, the notion that we would pull back meaningfully from one of the key competitive strengths that this company has always had which is, its sort of global character because of a particular moment geopolitically, would just be inconsistent with how we've always operated."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12382,11,"And in terms of the Wholesale Payments business, it's going great.",48,"And in terms of the Wholesale Payments business, it's going great."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12383,12,We're taking share.,48,We're taking share.
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12384,13,"There's been a lot of innovation there, a lot of investment in technology, a lot of connectivity to payment systems in different countries around the world.",48,"There's been a lot of innovation there, a lot of investment in technology, a lot of connectivity to payment systems in different countries around the world."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12385,14,"And yeah, I'm sure we'll give you more color in other settings on that, but it's a good story.",48,"And yeah, I'm sure we'll give you more color in other settings on that, but it's a good story."
JPM,2024-Q1,earnings,2024-04-12,49,qa,management,Jeremy Barnum,,12386,15,It's a nice thing to see.,48,It's a nice thing to see.
JPM,2024-Q1,earnings,2024-04-12,50,qa,analyst,Mike Mayo,Wells Fargo Securities,12387,1,"Just as a follow up to that then, why is it doing great in terms of Wholesale Payments, given such the – the dislocations in the world from wars to supply chain changes, everything else?",49,"Just as a follow up to that then, why is it doing great in terms of Wholesale Payments, given such the – the dislocations in the world from wars to supply chain changes, everything else?"
JPM,2024-Q1,earnings,2024-04-12,50,qa,analyst,Mike Mayo,Wells Fargo Securities,12388,2,Why is Wholesale Payments doing great?,49,Why is Wholesale Payments doing great?
JPM,2024-Q1,earnings,2024-04-12,51,qa,management,Jeremy Barnum,,12389,1,"Well, I think one of the things about Payments businesses is that, in some sense they are – I mean, recession proof is probably the wrong word; and in any case, we're not dealing with the recession.",50,"Well, I think one of the things about Payments businesses is that, in some sense they are – I mean, recession proof is probably the wrong word; and in any case, we're not dealing with the recession."
JPM,2024-Q1,earnings,2024-04-12,51,qa,management,Jeremy Barnum,,12390,2,"We're talking fundamentally about moving money through pipes around the world, and that's a thing that people need to do more or less, no matter what.",50,"We're talking fundamentally about moving money through pipes around the world, and that's a thing that people need to do more or less, no matter what."
JPM,2024-Q1,earnings,2024-04-12,51,qa,management,Jeremy Barnum,,12391,3,"So, that's one piece.",50,"So, that's one piece."
JPM,2024-Q1,earnings,2024-04-12,51,qa,management,Jeremy Barnum,,12392,4,"But I think the other piece is that, our willingness to invest which has always been a focus of yours, is one of the key things separating us in this business right now.",50,"But I think the other piece is that, our willingness to invest which has always been a focus of yours, is one of the key things separating us in this business right now."
JPM,2024-Q1,earnings,2024-04-12,51,qa,management,Jeremy Barnum,,12393,5,"And so, we are seeing the benefits of that.",50,"And so, we are seeing the benefits of that."
JPM,2024-Q1,earnings,2024-04-12,52,qa,analyst,Mike Mayo,Wells Fargo Securities,12394,1,Alright.,51,Alright.
JPM,2024-Q1,earnings,2024-04-12,52,qa,analyst,Mike Mayo,Wells Fargo Securities,12395,2,Thank you.,51,Thank you.
JPM,2024-Q1,earnings,2024-04-12,53,qa,management,Jeremy Barnum,,12396,1,"Thanks, Mike.",52,"Thanks, Mike."
JPM,2024-Q1,earnings,2024-04-12,54,qa,operator,Operator,,12397,1,Thank you.,53,Thank you.
JPM,2024-Q1,earnings,2024-04-12,54,qa,operator,Operator,,12398,2,Our next question comes from Glenn Schorr with Evercore.,53,Our next question comes from Glenn Schorr with Evercore.
JPM,2024-Q1,earnings,2024-04-12,54,qa,operator,Operator,,12399,3,You may proceed.,53,You may proceed.
JPM,2024-Q1,earnings,2024-04-12,55,qa,analyst,Glenn Schorr,Evercore ISI,12400,1,Thank you.,54,Thank you.
JPM,2024-Q1,earnings,2024-04-12,55,qa,analyst,Glenn Schorr,Evercore ISI,12401,2,Your commentary with Ken's questions were great and clear on Investment Banking for the near term in this year.,54,Your commentary with Ken's questions were great and clear on Investment Banking for the near term in this year.
JPM,2024-Q1,earnings,2024-04-12,55,qa,analyst,Glenn Schorr,Evercore ISI,12402,3,"I have a bigger picture question in terms of, you're always so good in spelling out where you're over-earning.",54,"I have a bigger picture question in terms of, you're always so good in spelling out where you're over-earning."
JPM,2024-Q1,earnings,2024-04-12,55,qa,analyst,Glenn Schorr,Evercore ISI,12403,4,Do you feel like you're under-earning on the Investment Banking side?,54,Do you feel like you're under-earning on the Investment Banking side?
JPM,2024-Q1,earnings,2024-04-12,55,qa,analyst,Glenn Schorr,Evercore ISI,12404,5,"And I just use some of your own numbers from the past of like, the market has added like $40 trillion of equity market cap and $40 trillion of fixed income market cap last 10 years, yet the wallet is like 20% plus below the 10-year average.",54,"And I just use some of your own numbers from the past of like, the market has added like $40 trillion of equity market cap and $40 trillion of fixed income market cap last 10 years, yet the wallet is like 20% plus below the 10-year average."
JPM,2024-Q1,earnings,2024-04-12,55,qa,analyst,Glenn Schorr,Evercore ISI,12405,6,"So, is there just a bigger upside and it's just a matter of when, not if.",54,"So, is there just a bigger upside and it's just a matter of when, not if."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12406,1,"Yeah, Glenn.",55,"Yeah, Glenn."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12407,2,"In short, yes.",55,"In short, yes."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12408,3,"I mean, I think we're not shy about saying that we're under-earning in Investment Banking right now.",55,"I mean, I think we're not shy about saying that we're under-earning in Investment Banking right now."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12409,4,"Clearly, we're below cycle averages, as you point out.",55,"Clearly, we're below cycle averages, as you point out."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12410,5,We've been talking about when do we get back to the pre-pandemic wallet?,55,We've been talking about when do we get back to the pre-pandemic wallet?
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12411,6,"But as you know, I mean on this point, what it was, like March 2020, right, was the beginning of the pandemic.",55,"But as you know, I mean on this point, what it was, like March 2020, right, was the beginning of the pandemic."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12412,7,"So, it's like four years ago at this point.",55,"So, it's like four years ago at this point."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12413,8,"So, there has been GDP growth, especially in nominal terms during that period, and you would expect the wallet to growth with that.",55,"So, there has been GDP growth, especially in nominal terms during that period, and you would expect the wallet to growth with that."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12414,9,"So, I do think there's meaningful upside in the Investment Banking fee wallet.",55,"So, I do think there's meaningful upside in the Investment Banking fee wallet."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12415,10,"As I've noted, there are some headwinds, I think particularly in M&A.",55,"As I've noted, there are some headwinds, I think particularly in M&A."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12416,11,"But over time, you would hope that the amount of M&A is a function of the underlying industrial logic rather than the regulatory environment.",55,"But over time, you would hope that the amount of M&A is a function of the underlying industrial logic rather than the regulatory environment."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12417,12,"So, you could see some mean reversion there.",55,"So, you could see some mean reversion there."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12418,13,"And, yeah, so that's why we're sort of leaning in.",55,"And, yeah, so that's why we're sort of leaning in."
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12419,14,We're engaging with clients.,55,We're engaging with clients.
JPM,2024-Q1,earnings,2024-04-12,56,qa,management,Jeremy Barnum,,12420,15,We're making sure that we're appropriately resourced for a more robust level of the wallet and fighting for every dollar of share.,55,We're making sure that we're appropriately resourced for a more robust level of the wallet and fighting for every dollar of share.
JPM,2024-Q1,earnings,2024-04-12,57,qa,analyst,Glenn Schorr,Evercore ISI,12421,1,Cool.,56,Cool.
JPM,2024-Q1,earnings,2024-04-12,57,qa,analyst,Glenn Schorr,Evercore ISI,12422,2,Maybe one other follow-up.,56,Maybe one other follow-up.
JPM,2024-Q1,earnings,2024-04-12,57,qa,analyst,Glenn Schorr,Evercore ISI,12423,3,You're always investing.,56,You're always investing.
JPM,2024-Q1,earnings,2024-04-12,57,qa,analyst,Glenn Schorr,Evercore ISI,12424,4,You clearly get paid in growth across the franchise as you do.,56,You clearly get paid in growth across the franchise as you do.
JPM,2024-Q1,earnings,2024-04-12,57,qa,analyst,Glenn Schorr,Evercore ISI,12425,5,"But relative to a lot of other banks that have been keeping the expenses a lot closer to flat, do you envision environment, or maybe I should rephrase that, what type of environment would have J.P. Morgan pull back on this tremendous investment spending wave that you've been going through?",56,"But relative to a lot of other banks that have been keeping the expenses a lot closer to flat, do you envision environment, or maybe I should rephrase that, what type of environment would have J.P. Morgan pull back on this tremendous investment spending wave that you've been going through?"
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12426,1,Sure.,57,Sure.
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12427,2,"So, I think the first thing to say which is somewhat obvious but I'm going to say it anyway is that, there are some like auto-governors in this, right?",57,"So, I think the first thing to say which is somewhat obvious but I'm going to say it anyway is that, there are some like auto-governors in this, right?"
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12428,3,"Like some portion of the expense base is directly related to revenue, whether it's volume-related commissions, whether it's incentive compensation, whether it's other things.",57,"Like some portion of the expense base is directly related to revenue, whether it's volume-related commissions, whether it's incentive compensation, whether it's other things."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12429,4,"So, there are some auto-correcting elements of the expense base that would happen automatically as part of the normal discipline.",57,"So, there are some auto-correcting elements of the expense base that would happen automatically as part of the normal discipline."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12430,5,"So, that's point one.",57,"So, that's point one."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12431,6,"Point two is that, independently of the environment, we are always looking for efficiencies.",57,"Point two is that, independently of the environment, we are always looking for efficiencies."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12432,7,"It's a little bit hard to see it, and in a world where we're guiding to, I guess, now with the special assessment added, $91 billion of expenses, it's hard to tell a story about all the efficiencies that have been generated underneath.",57,"It's a little bit hard to see it, and in a world where we're guiding to, I guess, now with the special assessment added, $91 billion of expenses, it's hard to tell a story about all the efficiencies that have been generated underneath."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12433,8,"But that is part of the DNA of the company, that does happen in BAU all the time as we grind things out, get the benefits of scale and try to extract that efficiency.",57,"But that is part of the DNA of the company, that does happen in BAU all the time as we grind things out, get the benefits of scale and try to extract that efficiency."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12434,9,"And I think to get to the heart of your question which is, okay, in what type of an environment would we make different strategic questions?",57,"And I think to get to the heart of your question which is, okay, in what type of an environment would we make different strategic questions?"
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12435,10,"And in the end, I think that's a little bit about what that environment is really like.",57,"And in the end, I think that's a little bit about what that environment is really like."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12436,11,"So, if you talk about like a normal recession, with visibility on the cycle, would we change our long-term strategic investment plans which are always built up from a financial modeling perspective assuming resilience through-the-cycle?",57,"So, if you talk about like a normal recession, with visibility on the cycle, would we change our long-term strategic investment plans which are always built up from a financial modeling perspective assuming resilience through-the-cycle?"
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12437,12,"No, we would not.",57,"No, we wouldnot."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12438,13,"Could there be some environments that for whatever reason change the business case for certain investments, or even certain businesses, that lead us to make meaningfully different strategic choices?",57,"Could there be some environments that for whatever reason change the business case for certain investments, or even certain businesses, that lead us to make meaningfully different strategic choices?"
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12439,14,"Yes, but that would be because the through-the-cycle analysis has changed for some reason.",57,"Yes, but that would be because the through-the-cycle analysis has changed for some reason."
JPM,2024-Q1,earnings,2024-04-12,58,qa,management,Jeremy Barnum,,12440,15,"I just do not see us fundamentally making strategically different decisions if the strategic outlook is unchanged, simply because of the business cycle in the short-term.",57,"I just donot see us fundamentally making strategically different decisions if the strategic outlook is unchanged, simply because of the business cycle in the short-term."
JPM,2024-Q1,earnings,2024-04-12,59,qa,analyst,Glenn Schorr,Evercore ISI,12441,1,Awesome.,58,Awesome.
JPM,2024-Q1,earnings,2024-04-12,59,qa,analyst,Glenn Schorr,Evercore ISI,12442,2,Thank you.,58,Thank you.
JPM,2024-Q1,earnings,2024-04-12,60,qa,management,Jeremy Barnum,,12443,1,Thanks.,59,Thanks.
JPM,2024-Q1,earnings,2024-04-12,61,qa,operator,Operator,,12444,1,Thank you.,60,Thank you.
JPM,2024-Q1,earnings,2024-04-12,61,qa,operator,Operator,,12445,2,Our next question comes from Matt O'Connor with Deutsche Bank.,60,Our next question comes from Matt O'Connor with Deutsche Bank.
JPM,2024-Q1,earnings,2024-04-12,61,qa,operator,Operator,,12446,3,You may proceed.,60,You may proceed.
JPM,2024-Q1,earnings,2024-04-12,62,qa,analyst,Matt O'Connor,Deutsche Bank,12447,1,Good morning.,61,Good morning.
JPM,2024-Q1,earnings,2024-04-12,62,qa,analyst,Matt O'Connor,Deutsche Bank,12448,2,You mentioned one use of capital is to lean into the trading businesses with your balance sheet.,61,You mentioned one use of capital is to lean into the trading businesses with your balance sheet.
JPM,2024-Q1,earnings,2024-04-12,62,qa,analyst,Matt O'Connor,Deutsche Bank,12449,3,"And we just see the trading assets going up Q2, which is probably seasonal, but also up a lot year-over-year, but not necessarily translate into higher revenues.",61,"And we just see the trading assets going up Q2, which is probably seasonal, but also up a lot year-over-year, but not necessarily translate into higher revenues."
JPM,2024-Q1,earnings,2024-04-12,62,qa,analyst,Matt O'Connor,Deutsche Bank,12450,4,"And I know they do not like match up necessarily each quarter, but maybe just elaborate like how you're leaning into the trading with the balance sheet and how you expect that to benefit you over time.",61,"And I know they donot like match up necessarily each quarter, but maybe just elaborate like how you're leaning into the trading with the balance sheet and how you expect that to benefit you over time."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12451,1,"Yeah, sure.",62,"Yeah, sure."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12452,2,"So, let me break this question down into a couple of different parts.",62,"So, let me break this question down into a couple of different parts."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12453,3,"So, I think what Jamie was sort of suggesting is that, you can think of the concept as kind of like strategic capital versus tactical capital for lack of a better term.",62,"So, I think what Jamie was sort of suggesting is that, you can think of the concept as kind of like strategic capital versus tactical capital for lack of a better term."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12454,4,"And what he's kind of saying is that, in a moment where you're carrying a lot of excess capital sort of for strategic reasons, you have the ability at least in theory to deploy portions of that with kind of like – into relatively short-duration assets or strategies or client opportunities in whatever moment for whatever reason, and what might be thought of as a tactical sense.",62,"And what he's kind of saying is that, in a moment where you're carrying a lot of excess capital sort of for strategic reasons, you have the ability at least in theory to deploy portions of that with kind of like – into relatively short-duration assets or strategies or client opportunities in whatever moment for whatever reason, and what might be thought of as a tactical sense."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12455,5,"So, he's just pointing out that that's an option that you have.",62,"So, he's just pointing out that that's an option that you have."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12456,6,"And the extent to which this quarter's increase in Markets RWA is a reflection of that, maybe a little bit, but probably not.",62,"And the extent to which this quarter's increase in Markets RWA is a reflection of that, maybe a little bit, but probably not."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12457,7,I agree with you that it's hard in any given quarter to specifically link the change in capital and RWA to a change in revenue versus too many moving parts there.,62,I agree with you that it's hard in any given quarter to specifically link the change in capital and RWA to a change in revenue versus too many moving parts there.
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12458,8,"But for sure, one thing that's true is the higher run rate of the Markets businesses as a whole that we talked about a second ago, is linked also to higher deployment of balance sheet into those businesses.",62,"But for sure, one thing that's true is the higher run rate of the Markets businesses as a whole that we talked about a second ago, is linked also to higher deployment of balance sheet into those businesses."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12459,9,"So, as you well know, we pride ourselves on being extremely analytical and extremely disciplined in how we analyze capital liquidity, balance sheet deployment, GSIB capacity utilization, et cetera, in the Markets business.",62,"So, as you well know, we pride ourselves on being extremely analytical and extremely disciplined in how we analyze capital liquidity, balance sheet deployment, GSIB capacity utilization, et cetera, in the Markets business."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12460,10,And we do not just chase revenue; we go after returns fully measured.,62,And we donot just chase revenue; we go after returns fully measured.
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12461,11,"And that's part of the DNA, and we continue to do it and we will.",62,"And that's part of the DNA, and we continue to do it and we will."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12462,12,So – that we still are operating under multiple binding constraints.,62,So – that we still are operating under multiple binding constraints.
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12463,13,"And obviously, the environment is complex, so the ability to sort of throw a ton of capital at opportunities is not quite that simple always.",62,"And obviously, the environment is complex, so the ability to sort of throw a ton of capital at opportunities is not quite that simple always."
JPM,2024-Q1,earnings,2024-04-12,63,qa,management,Jeremy Barnum,,12464,14,"But big picture, we are clearly in a very, very strong capital position which is, in no small part in anticipation of all the uncertainty, but it does also mean that if opportunities arise between now and when the Basel III Endgame is final, we are very well positioned to take advantage of those opportunities.",62,"But big picture, we are clearly in a very, very strong capital position which is, in no small part in anticipation of all the uncertainty, but it does also mean that if opportunities arise between now and when the Basel III Endgame is final, we are very well positioned to take advantage of those opportunities."
JPM,2024-Q1,earnings,2024-04-12,64,qa,analyst,Matt O'Connor,Deutsche Bank,12465,1,Got it.,63,Got it.
JPM,2024-Q1,earnings,2024-04-12,64,qa,analyst,Matt O'Connor,Deutsche Bank,12466,2,"And then just separately, within the Consumer Card businesses, you highlighted volumes were up 9% year-over-year.",63,"And then just separately, within the Consumer Card businesses, you highlighted volumes were up 9% year-over-year."
JPM,2024-Q1,earnings,2024-04-12,64,qa,analyst,Matt O'Connor,Deutsche Bank,12467,3,"Obviously, still a very strong piece.",63,"Obviously, still a very strong piece."
JPM,2024-Q1,earnings,2024-04-12,64,qa,analyst,Matt O'Connor,Deutsche Bank,12468,4,Any trends within that that are worth noting in terms of changes in spend category?,63,Any trends within that that are worth noting in terms of changes in spend category?
JPM,2024-Q1,earnings,2024-04-12,64,qa,analyst,Matt O'Connor,Deutsche Bank,12469,5,Either overall or among certain segments?,63,Either overall or among certain segments?
JPM,2024-Q1,earnings,2024-04-12,64,qa,analyst,Matt O'Connor,Deutsche Bank,12470,6,Thank you.,63,Thank you.
JPM,2024-Q1,earnings,2024-04-12,65,qa,management,Jeremy Barnum,,12471,1,Maybe a little bit.,64,Maybe a little bit.
JPM,2024-Q1,earnings,2024-04-12,65,qa,management,Jeremy Barnum,,12472,2,Jamie already alluded somewhat to this.,64,Jamie already alluded somewhat to this.
JPM,2024-Q1,earnings,2024-04-12,65,qa,management,Jeremy Barnum,,12473,3,"So, I do think spend is fine but not boomy, broadly speaking, I would say.",64,"So, I do think spend is fine but not boomy, broadly speaking, I would say."
JPM,2024-Q1,earnings,2024-04-12,65,qa,management,Jeremy Barnum,,12474,4,"You can look at it a lot of different ways: inflation, cohorts, et cetera.",64,"You can look at it a lot of different ways: inflation, cohorts, et cetera."
JPM,2024-Q1,earnings,2024-04-12,65,qa,management,Jeremy Barnum,,12475,5,"But when you kind of triangulate that, you get back to this kind of flattish picture.",64,"But when you kind of triangulate that, you get back to this kind of flattish picture."
JPM,2024-Q1,earnings,2024-04-12,65,qa,management,Jeremy Barnum,,12476,6,There is a little bit of evidence of substituting out of discretionary into nondiscretionary.,64,There is a little bit of evidence of substituting out of discretionary into nondiscretionary.
