bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings,new_exchange,qa_exchange_id,is_filler
JPM,2023-Q2,event,2023-05-01,22,qa,management,Jamie Dimon,,477,"We're leaving behind a lot of things. You're basically getting a very clean bank in the most clean way you can get it. That does not mean there's no risk. It just means you have a very clean bank and the cleanest way you can get it that didn't have those problems. And, of course, we didn't have the mortgage crisis sitting on top of Bear Stearns and WaMu there. So, we feel pretty good about it, but that doesn't mean that something doesn't pop its ugly head up down the road.",21,False,False,9,False
JPM,2023-Q2,event,2023-05-01,23,qa,analyst,Gerard Cassidy,RBC Capital Markets,262,Very good. And then on the assumptions that with the deposits you're assuming – do you guys get to reprice those deposits from the get-go or do you have to wait until – if there are term deposits – do you have to wait until they mature and then you reprice them?,22,False,True,10,False
JPM,2023-Q2,event,2023-05-01,24,qa,management,Jeremy Barnum,,351,"Bunch of nuances in there, Gerard. So, one set of issues is system integration. Obviously any term deposits, any CDs or anything with a contractual maturity remains that way. So, I think the reprice experience will blend over time into the rest of our deposit franchise is what I would say. But it's going to evolve, I think, over the next few months.",23,False,False,10,False
JPM,2023-Q2,event,2023-05-01,25,qa,analyst,Gerard Cassidy,RBC Capital Markets,23,"Great. Thank you, guys.",24,False,True,11,True
JPM,2023-Q2,event,2023-05-01,26,qa,operator,Operator,,85,Next we'll go to the line of Ebrahim Poonawala from Bank of America. You may proceed.,25,False,False,11,True
JPM,2023-Q2,event,2023-05-01,27,qa,analyst,Ebrahim H. Poonawala,Bank of America,344,"Good morning. Jeremy, if I could follow up just in terms of the loan book. So, if you can help us, what's going to be the yield of these loans that are coming on when you mark-to-market? I am just trying to understand the NII contribution tied to the loan and the securities book as we go forward and back into your $500 million net income map.",26,False,True,12,False
JPM,2023-Q2,event,2023-05-01,28,qa,management,Jeremy Barnum,,242,"Yeah. Good question, Ebrahim. I guess, in simple terms, I would just say, as part of purchase accounting, all this stuff gets fair valued so you can just kind of look at the screen, mark these things to market and assume the associated yield.",27,False,False,12,False
JPM,2023-Q2,event,2023-05-01,29,qa,analyst,Ebrahim H. Poonawala,Bank of America,467,"Got it. And I guess one just separate question, given the amount of time you had to spend with the regulators through this whole FRC transaction, it does feel like the industry is in need of consolidation. Would love to hear, Jamie, your thoughts or, Jamie, your comments around do you think the regulators are prepared for allowing some of the regional banks to consolidate and become a market solution if we get into more stress over the coming months and quarters?",28,False,True,13,False
JPM,2023-Q2,event,2023-05-01,30,qa,management,Jamie Dimon,,408,"Yeah. So, I would say, and we've been very clear, we're hoping for open bank solution here. We support and want community banks and regional banks. You need big banks too, to try to do the type of business we do around the world for our larger clients. And banks will consolidate. You're going to have all of that taking place. But you should ask the bank regulators what their real view is of consolidation.",29,False,False,13,False
JPM,2023-Q2,event,2023-05-01,31,qa,analyst,Ebrahim H. Poonawala,Bank of America,18,Got it. Thank you.,30,False,True,14,True
JPM,2023-Q2,event,2023-05-01,32,qa,operator,Operator,,96,The next question comes from the line of Mike Mayo with Wells Fargo Securities. You may proceed.,31,False,False,14,True
JPM,2023-Q2,event,2023-05-01,33,qa,analyst,Mike Mayo,Wells Fargo Securities,85,Hi. Just one specific question. What is the rate on the five-year loan from the FDIC?,32,False,True,15,False
JPM,2023-Q2,event,2023-05-01,34,qa,management,Jeremy Barnum,,94,"Mike, I'd rather not disclose the specific rate. It's at-market financing is what I would say.",33,False,False,15,False
JPM,2023-Q2,event,2023-05-01,35,qa,management,Jamie Dimon,,11,Fixed rate.,34,False,False,15,False
JPM,2023-Q2,event,2023-05-01,36,qa,analyst,Mike Mayo,Wells Fargo Securities,152,"Okay. That's all part of the $500 million accretion – and the $500 million accretion is immediate accretion and assumes zero synergies, is that correct?",35,False,True,16,False
JPM,2023-Q2,event,2023-05-01,37,qa,management,Jeremy Barnum,,325,"So the way we talked about it is sort of run rate $500 million-plus offset excluding the bargain purchase gain day one as well as the restructuring costs that we expect to incur over the next couple of years. So once all that's worked its way through the income statement, that's when that sort of $500 million-plus kicks in.",36,False,False,16,False
JPM,2023-Q2,event,2023-05-01,38,qa,analyst,Mike Mayo,Wells Fargo Securities,585,"And Jamie, just I guess for the history books, your report in the media that you were kind of the ringleader to help stabilize First Republic, help move the industry past this phase. It didn't play out maybe exactly as planned, but certainly the loss to the FDIC is less than, I think, almost anybody had expected, no systemic risk exception, anything like that. So, just as you pull the lens back, how do you think about JPMorgan's involvement? How do you think about this resolution? How do you think about kind of the way things played out and the way things should have played out?",37,False,True,17,False
JPM,2023-Q2,event,2023-05-01,39,qa,management,Jamie Dimon,,1133,"Yeah. So, the first one, now – look, I was just the first phone call. All of those banks were deeply involved in trying to figure out what we can do to stem the run and the tide – slow things down for First Republic to give them chance to seek out an open bank. So we didn't know at the time whether that would be possible – some thought yes and some thought no – but we wanted to give them the time. It did, in fact, calm things down and stop the run, and it did give them time to look at it. They couldn't get there. I think Jeremy's made the point that this is actually a very good outcome for everyone, because this is how the system was meant to work. No systemic – SRE, systemic whatever you call that. It was put up for bid. It was competitive bidding. Cheapest cost to the DIF, which the FDIC said it will be something north of $13 billion. But, remember – and everyone should remember – that DIF is paid for by the banks. So, I think you're never going to have no bank failure. So, if this is how these things work in the future, that's a rather good thing. So, all in all okay, and hopefully, this mini bank crisis is over.",38,False,False,17,False
JPM,2023-Q2,event,2023-05-01,40,qa,analyst,Mike Mayo,Wells Fargo Securities,205,And one last quick follow-up in terms of you said this part of the crisis is over. Have you seen that in the deposit flows? Like for a while you got an influx of deposits. Is that still stable like it was?,39,False,True,18,False
JPM,2023-Q2,event,2023-05-01,41,qa,management,Jamie Dimon,,466,"Yeah. I think, really, I was reading all the regional bank reports from you and some of the analysts out there. They’re all mostly – some of the banks are down 2% or 3% – a lot had to do with QT. They were not having runs. The runs were really limited to the people who had too big uninsured deposits and money that can move very quickly and stuff like that. So, yeah, I think that's over. And obviously, there's always future issues, but I think that's mostly over.",40,False,False,18,False
JPM,2023-Q2,event,2023-05-01,42,qa,analyst,Mike Mayo,Wells Fargo Securities,21,All right. Thank you.,41,False,True,19,True
JPM,2023-Q2,event,2023-05-01,43,qa,operator,Operator,,81,"Next, we'll go to the line of Betsy Graseck from Morgan Stanley. Please go ahead.",42,False,False,19,True
JPM,2023-Q2,event,2023-05-01,44,qa,analyst,Betsy L. Graseck,Morgan Stanley,52,Hi. Good morning. How are you? Can you hear me okay?,43,False,True,20,True
JPM,2023-Q2,event,2023-05-01,45,qa,management,Jeremy Barnum,,21,We can hear you fine.,44,False,False,20,True
JPM,2023-Q2,event,2023-05-01,46,qa,analyst,Betsy L. Graseck,Morgan Stanley,764,"Okay. Great. A couple of questions. One, when I think about First Republic, the loan book, it feels to me like a loan book that is priced differently from how you would go to market for those types of loans – I'm talking specifically around the mortgage and high net worth loans. And I'm trying to think through how to model this out. Should I expect that the loan portfolio that you have is more of a melting ice cube that you would be replacing with your own lending profile on your own standards and yields, et cetera, over time – and that would be maybe a multiyear fade and then rebuild? Part of the reason for asking the question is the $500 million net income accretion seemed a little light, and I'm trying to think through how to try to get there. Thanks.",45,False,True,21,False
JPM,2023-Q2,event,2023-05-01,47,qa,management,Jamie Dimon,,597,"You know I'm not a fan of putting mortgages on the balance sheet. And these are pristine loans, so keep that in mind, and largely high net worth – jumbo high net worth loans. The loans themselves are credit – really creditworthy. And being marked, obviously, you're going to have a much higher return going forward, but we're not going to be putting a lot of jumbo – cheap jumbo mortgage loans on our books. And we've already incorporated all of our numbers and potential run-off. And First Republic did a great job in service, but being in the low-cost lending business is not what JPMorgan does.",46,False,False,21,False
JPM,2023-Q2,event,2023-05-01,48,qa,analyst,Betsy L. Graseck,Morgan Stanley,283,"So then the follow-up on this is, when I'm thinking through the IRRs, what are you thinking about with regard to how are you going to take this client set and expand what business they're doing with you, with the former FRC. You're not going to keep the First Republic name, are you?",47,False,True,22,False
JPM,2023-Q2,event,2023-05-01,49,qa,management,Jamie Dimon,,406,"We're not. And I said – I think they did do a lot of mortgages very quickly for people and the people were very happy with it. But, remember, they also had extraordinary client service, good wealth management, excellent branch location. So you’re dealing with high net worth clients, they have a very good model. But that one piece of it I’m not fond of, and it’s all built into our forecast going forward.",48,False,False,22,False
JPM,2023-Q2,event,2023-05-01,50,qa,analyst,Betsy L. Graseck,Morgan Stanley,31,Okay. Great. Thank you so much.,49,False,True,23,False
JPM,2023-Q2,event,2023-05-01,51,qa,management,Jamie Dimon,,177,"As best that we can. So, we assume a little bit of extra attrition, we assume a bunch of little stuff, but making very large, cheap mortgage loans will not happen going forward.",50,False,False,23,False
JPM,2023-Q2,event,2023-05-01,52,qa,analyst,Betsy L. Graseck,Morgan Stanley,166,And so this is a multi-year repositioning of the client activity with the folks that you are bringing in from First Republic. Is that a fair way of thinking about it?,51,False,True,24,False
JPM,2023-Q2,event,2023-05-01,53,qa,management,Jamie Dimon,,455,"Yeah. My experience has always been, when you do an acquisition, there are some things the other side does really well and you should learn from that. And so this gives us a kind of an opportunity to look at how we deal with high net worth clients – we have Chase Private Client, we have Chase Wealth Management, we have J.P. Morgan advisors – and we want to fit them in a way that's great for them and their clients, and we hope to learn a lot from them.",52,False,False,24,False
JPM,2023-Q2,event,2023-05-01,54,qa,management,Jeremy Barnum,,99,"Betsy, there is also like a Northern California nexus too – an interesting opportunity to be there.",53,False,False,24,False
JPM,2023-Q2,event,2023-05-01,55,qa,management,Jamie Dimon,,111,"And a business banking nexus, they have a lot of good business banking relationships and we like that business.",54,False,False,24,False
JPM,2023-Q2,event,2023-05-01,56,qa,management,Jeremy Barnum,,555,"And at the risk of pointing out the obvious, this happened relatively quickly. This is not the outcome that we necessarily planned for or expected, although we do contingency planning. So there are a bunch of day two issues about strategy and client retention and all that stuff that we're going to be working through, clearly. Jenn Piepszak, Marianne Lake, Ben Walter, Kristin Lemkau are on a plane as of 6 or 7 o'clock this morning to go out there to meet the folks, do some town halls, learn a lot, and there will be a lot more to report down the road.",55,False,False,24,False
JPM,2023-Q2,event,2023-05-01,57,qa,analyst,Betsy L. Graseck,Morgan Stanley,36,Thanks for your time. Appreciate it.,56,False,True,25,True
JPM,2023-Q2,event,2023-05-01,58,qa,operator,Operator,,77,Next we'll go to the line of Glenn Schorr from Evercore ISI. You may proceed.,57,False,False,25,True
JPM,2023-Q2,event,2023-05-01,59,qa,analyst,Glenn Schorr,Evercore ISI,317,"Hi. First, a quick follow-up on the advisor base. So, FRC had attracted a bunch of advisors over the last couple of years on some of these deals. I don't know if you can share with us how much of them were on deals, but my bigger question is, did the deal stay in place, did they have change of controls? Sometimes...",58,False,True,26,False
JPM,2023-Q2,event,2023-05-01,60,qa,management,Jamie Dimon,,40,They’ll stay in place if they did deals.,59,False,False,26,False
JPM,2023-Q2,event,2023-05-01,61,qa,analyst,Glenn Schorr,Evercore ISI,170,"Okay. So we should feel good then about the retention going forward, even though your assumptions are conservative. I would assume that they want to keep those deals, so.",60,False,True,27,False
JPM,2023-Q2,event,2023-05-01,62,qa,management,Jamie Dimon,,798,"I think I'm going to try and have a call with them myself later on today. And they're very – as far as we know, very high quality, and we want to keep all the high-quality people. But every deal I've ever been in, everyone else is trying to hire these people at the same time. On the other hand, this is a great home for them. So, if you are an advisor and you're listening to me, we have the best research, best equity, best debt, best munis. We have a concierge services. We take care of people. We've got excellent compensation plans. We're very steady. We got unbelievable banking products. We have unbelievable products for your business banking clients, your middle market clients, your corporate clients. So we have huge capability we can bring to help them do a great job for their clients.",61,False,False,27,False
JPM,2023-Q2,event,2023-05-01,63,qa,analyst,Glenn Schorr,Evercore ISI,352,"If advisors are listening, I agree with all that except the second-best research. Just kidding. Question for you. I find it interesting that the deposit cap wasn't a function in this and there seem to be plenty of other bidders, or at least a few other bidders, that were not over the deposit caps. So was it truly about minimizing the cost to the DIF?",62,False,True,28,False
JPM,2023-Q2,event,2023-05-01,64,qa,management,Jamie Dimon,,288,"The FDIC is truly about minimizing the cost to the DIF. The United States government is truly about systemic – not having systemic problems. And the OCC decides about the cap. But they always – but the cap, I think, has always been given up in deals like this, for the sake of the system.",63,False,False,28,False
JPM,2023-Q2,event,2023-05-01,65,qa,analyst,Glenn Schorr,Evercore ISI,26,Okay. Thank you very much.,64,False,True,29,True
JPM,2023-Q2,event,2023-05-01,66,qa,operator,Operator,,102,"And for our final question, we'll go to the line of Scott Siefers from Piper Sandler. You may proceed.",65,False,False,29,True
JPM,2023-Q2,event,2023-05-01,67,qa,analyst,Scott Siefers,Piper Sandler,334,"Thank you. Good morning, everybody. Jeremy, can you maybe walk through, just at a top level, you don't have to get too deep in the weeds, but how you arrive at the $2.6 billion after-tax gain. It can just be a little difficult from the outside to get from the sort of the implied asset discount down to the tangible book value impact.",66,False,True,30,False
JPM,2023-Q2,event,2023-05-01,68,qa,management,Jeremy Barnum,,435,"Sure. And we can definitely do this for you offline, but broadly it's the net asset value, core deposit intangible, associated deferred tax liabilities – it's kind of BAU. There is one nuance that might be a little confusing which is the fact that our $5 billion deposit gets eliminated in consolidation. So, when you add that to your mental math using whatever that page is in the presentation, I think you'll get there pretty easily.",67,False,False,30,False
JPM,2023-Q2,event,2023-05-01,69,qa,analyst,Scott Siefers,Piper Sandler,705,"Okay. Perfect. Thank you very much. And then I guess, Jamie, while we've got you – certainly hear what you're saying on the strength of the industry, but we do have a situation where over the course of eight weeks, like 3 of the top 30 banks in the country failed, deposits flowed to you all and a handful of the other largest banks and to look for the sort of solution to one of the biggest ones, the government looked to you guys. Do you think, as we look forward, sort of the rest of the industry is going to have to be constructed more like a JPMorgan, just higher capital, better liquidity just sort of all-around for people to have the same level of confidence sort of uniformly across the industry.",68,False,True,31,False
JPM,2023-Q2,event,2023-05-01,70,qa,management,Jamie Dimon,,778,"I wrote in my Chairman's Letter – I think people should take a deep breath and be very, very thoughtful about changes. So, obviously, there should be some changes made about held to maturity, disclosure on interest rate exposure, uninsured deposit percentages, percent held in HTM, et cetera. But I think they should do that intelligently because what you want to do is have a healthier, strong and competitive regional banking, community bank system. If they don't do it intelligently, you’ll make it much harder to be a community bank or regional bank. And you can do things that create a lot of security without creating additional unnecessary burdens. But that's obviously going to be up to the regulators who already reported out some of the things they think about things.",69,False,False,31,False
JPM,2023-Q2,event,2023-05-01,71,qa,analyst,Scott Siefers,Piper Sandler,60,"Okay. All right. Well, thank you very much. I appreciate it.",70,False,True,32,False
JPM,2023-Q2,event,2023-05-01,72,qa,operator,Operator,,33,And we have no further questions.,71,False,False,32,False
JPM,2023-Q2,event,2023-05-01,73,qa,management,Jamie Dimon,,21,Excellent. Thank you.,72,False,False,32,False
JPM,2023-Q2,event,2023-05-01,74,qa,management,Jeremy Barnum,,10,Thank you.,73,False,False,32,False
JPM,2023-Q2,event,2023-05-01,75,qa,operator,Operator,,121,Thank you all for participating in today's conference. You may disconnect at this time and have a great rest of your day.,74,False,False,32,False
JPM,2023-Q3,earnings,2023-10-13,5,qa,analyst,John McDonald,Autonomous Research,291,"Hi, good morning. Jeremy, I was wondering if you could give us a little more color in what you're seeing so far on deposit reprice and migration. What's been better than expected so far on that front? And how do you see higher-for-longer rates potentially impacting deposit reprice pressure?",4,True,True,1,False
JPM,2023-Q3,earnings,2023-10-13,6,qa,management,Jeremy Barnum,,1180,"Sure. Thanks, John. I think the themes are pretty much the same as we've seen in prior quarters. So, as we talked a little bit about on the press call, we've been trying to be a little bit cautious about recognizing that we don't think the current levels are sustainable and we do think that we'll have to reprice in some pockets to some degree, maybe tiering or whatever at some point in the future. And, of course, that hasn't happened yet this year, so that's one factor. In the meantime, the CD strategy is working well. We're getting – continue to get very good feedback from the field and we're capturing money in motion, and so we're seeing the sort of internal migration and the associated slow increase in deposit rate paid as a result of CD migration. But that’s sort of working as we would have hoped and so everything is kind of playing out according to plan, I would say. In terms of higher-for-longer, I think it just means that there will continue to be upward pressure on deposit pricing both from internal migration and possibly moderate effects. And in the end, as we always say, we’re going to price products as a function of the competitive market environment.",5,True,False,1,False
JPM,2023-Q3,earnings,2023-10-13,7,qa,analyst,John McDonald,Autonomous Research,225,"And just as a follow up, it seems like you’ve done some securities repositioning the last couple quarters. How are you positioning the balance sheet in terms of cash and the securities portfolio, given your outlook for rates?",6,True,True,2,False
JPM,2023-Q3,earnings,2023-10-13,8,qa,management,Jeremy Barnum,,709,"Yeah. I think I would say that while we're not predicting higher rates, I don't know if Jamie will have something to say here, we believe in being prepared for it and that's been our position for some time and, of course, that's produced good results. And we continue to try to position ourselves so that neither have significantly higher rates nor significant lower rates present a particularly large challenge to the company. So probably at the margin, we're still a little bit biased for slightly higher rates. But, do keep in mind that when modeling the duration of the balance sheet, higher rates do extend the duration or rather shorten the duration on the deposit side, so that can be a factor as well.",7,True,False,2,False
JPM,2023-Q3,earnings,2023-10-13,9,qa,analyst,John McDonald,Autonomous Research,13,"Okay, thanks.",8,True,True,3,True
JPM,2023-Q3,earnings,2023-10-13,10,qa,operator,Operator,,91,Thank you. Our next question comes from Steven Chubak with Wolfe Research. You may proceed.,9,True,False,3,True
JPM,2023-Q3,earnings,2023-10-13,11,qa,analyst,Steven Chubak,Wolfe Research,18,"Hey, good morning.",10,True,True,4,True
JPM,2023-Q3,earnings,2023-10-13,12,qa,management,Jeremy Barnum,,11,"Hey, Steve.",11,True,False,4,True
JPM,2023-Q3,earnings,2023-10-13,13,qa,analyst,Steven Chubak,Wolfe Research,369,"Hi. Jeremy, I was hoping to just inquire about the capital markets outlook. You cited improved activity levels in September. But given persistently higher rates, geopolitical tensions, and just poor performance of recent IPOs, how are you thinking about the outlook over the near to medium term? And how are you thinking about just the timing of an inflection activity?",12,True,True,5,False
JPM,2023-Q3,earnings,2023-10-13,14,qa,management,Jeremy Barnum,,987,"Yeah. Good question. I mean, as you know obviously, the current levels in investment banking remain quite depressed; certainly relative to the elevated levels we saw during the pandemic, but even relative to sort of 2019, which is what you might consider the last normal year. We do eventually think we'll recover to those levels and hopefully recover to above those levels, recognizing by the time it happens you will have had many years of economic growth in the meantime. And to be fair, while the current environment is a little bit complicated and mixed and there are some headwinds as you pointed out, things have improved a little bit. And I think I would say our banking team is a little bit more optimistic than they were last quarter. So it feels to me like a little bit of a slow grind with some positive momentum but obviously significant uncertainty in the outlook and some structural headwinds given lower levels of announced M&A and some regulatory headwinds on that side.",13,True,False,5,False
JPM,2023-Q3,earnings,2023-10-13,15,qa,analyst,Steven Chubak,Wolfe Research,434,"Thanks for the color. Just for my follow up, on some of the regulatory commentary you provided. Certainly, a lot of helpful color in the slides, so thank you for that. If the proposal were to go through as written, what proportion of the inflation do you believe can be mitigated over time? And was also hoping you could provide some context as to the quantum of how you think CECL inclusion could potentially impact the SCB and CCAR.",14,True,True,6,False
JPM,2023-Q3,earnings,2023-10-13,16,qa,management,Jeremy Barnum,,2452,"Yeah. Those are all good questions, Steve. I think it's probably too early to try to provide that level of quantification on either front. If I start first with the Basel III Endgame proposal, from our perspective, we're currently focused on advocating as aggressively as possible for the necessary changes. Some of which are what you might call philosophical in nature or some of the things I highlighted in my prepared remarks, but some of them are sort of very technical in nature, including things that we think might actually be mistakes in the proposal. And so talking a lot about optimizing away stuff that might change just feels like a bit premature at this point. I would point out that given how significant operational risk RWA is as part of the proposal, that is, you can think of that sort of as a generic tax across the entire spectrum and is therefore in some sense non-optimizable. So, we feel that it's important to manage expectations about the level of optimization that's possible, once the rule is finalized and hopefully some of the technical items are addressed. Also, it depends on your definition of optimization. Sometimes I use the term costless optimization, whereas these technical fixes that don’t affect revenue and don’t require you to exit businesses; I think that type of optimization will be harder to find than it has been in the past. But as we pointed out, we may simply need to exit things. And that will be because it is better than the alternative, which would be to do activity that’s shareholder value destructive but it won’t be costless. A good example of that is the renewable energy tax credit investment business, which as a result of the quadrupling of the risk weight, may no longer make sense. Now, that's one that we hope will be changed but it's tricky because those are very long duration assets. So between now and the rule is finalized, it raises some questions about whether we want to put that stuff on the balance sheet. So, sorry a bit of a long answer but then, yeah, on quantifying CECL and CCAR, I think we better wait for that one. Cause given the relative lack of transparency that we have into the Fed's exact modeling, in terms of which quarter is the peak and so on and so forth, it's a little bit hard to predict what the exact impact of putting CECL and CCAR is going to be. We just know probabilistically that it will, like everything else these days, tend to push capital higher.",15,True,False,6,False
JPM,2023-Q3,earnings,2023-10-13,17,qa,analyst,Steven Chubak,Wolfe Research,58,"Very helpful color, Jeremy. Thanks for taking my question.",16,True,True,7,False
JPM,2023-Q3,earnings,2023-10-13,18,qa,management,Jeremy Barnum,,5,Yeah.,17,True,False,7,False
JPM,2023-Q3,earnings,2023-10-13,19,qa,operator,Operator,,96,Thank you. Our next question comes from Ebrahim Poonawala with Bank of America. You may proceed.,18,True,False,7,False
JPM,2023-Q3,earnings,2023-10-13,20,qa,analyst,Ebrahim H. Poonawala,Bank of America,368,"Hey. Good morning. Just first question, Jeremy, on credit. I think you mentioned some of the reserves release was tied to the change in the central scenario. So just talk to us and remind us what the central scenario is today, what changed? And then in terms of fundamentally on credit, like where are you seeing softness either on the Consumer or the Commercial side?",19,True,True,8,False
JPM,2023-Q3,earnings,2023-10-13,21,qa,management,Jeremy Barnum,,1454,"Yeah. So on the central scenario, you should read the research that gets put out by our competitors and our excellent research team. No, but in all seriousness, I think our U.S. economists had their central case outlook to include a very mild recession with I think two quarters of negative half a percent of GDP growth in the fourth quarter and first quarter of this year, and that then got revised out early this quarter to now have sort of modest growth I think around 1% for a few quarters into 2024. So, just flowing that through our process while acknowledging that we're still skewed to the downside, we're still reserved to a significantly higher unemployment rate on a weighted-average basis than is in the central case outlook. So that number we've sometimes given you is 5.5% this quarter. So, it's really not much more complicated than that. We're just kind of following the process. And I think your other question was where am I seeing softness in credit? And I think the answer to that is actually nowhere, roughly. We're certainly nowhere that's not expected, meaning, we continue to see the normalization story play out in Consumer more or less exactly as expected, and then of course, we are seeing a trickle of charge-offs coming through the office space. You see that in the charge-off number of the Commercial Bank, but the numbers are very small and more or less just the realization of the allowance that we've already built there.",20,True,False,8,False
JPM,2023-Q3,earnings,2023-10-13,22,qa,analyst,Ebrahim H. Poonawala,Bank of America,534,"That's helpful. And just going back to the details you laid out on Basel Endgame, maybe on the philosophical side I think Jamie was speaking last month, said that we don't expect any changes but at the same time, you make everything that makes sense in terms of the pushback. Is it all falling on deaf ears from a shareholder perspective? Are we resigned to the fact that we are going to see more towards the worst-case outcome play out or is there some level of sort of meeting in the middle of the road as this thing gets finalized?",21,True,True,9,False
JPM,2023-Q3,earnings,2023-10-13,23,qa,management,Jeremy Barnum,,1002,"Yeah. So I'll let Jamie speak for himself on that point, but our job is to advocate. We're not going to guess what the sentiment is in Washington. It's a thousand-page rule proposal, as you know. We've got the big team of very smart people studying it very closely. Interestingly, we noted recently that in some of the analysis that they did about the impact on lending, they sort of forgot about like – the Fed, in their preamble, they forgot about a $1 billion (sic) [trillion] of operational risk RWA. So it just highlights that there is the possibility, or seemed to have forgotten, they simply omitted the impact of the operational risk RWA on fees. So anyway, the point is it's long, it’s complicated, it’s technical. We do think there are probably some technical mistakes in there. We're not going to forcefully advocate on all of those. And while we disagree with a lot of this stuff, these are technical issues that should be, in some sense, resolved technically, and hopefully they'll listen.",22,True,False,9,False
JPM,2023-Q3,earnings,2023-10-13,24,qa,analyst,Ebrahim H. Poonawala,Bank of America,18,Got it. Thank you.,23,True,True,10,False
JPM,2023-Q3,earnings,2023-10-13,25,qa,management,Jeremy Barnum,,74,"Sorry, I'm just getting a correction in the room. I meant to say trillion.",24,True,False,10,False
JPM,2023-Q3,earnings,2023-10-13,26,qa,analyst,Ebrahim H. Poonawala,Bank of America,62,"Yeah, no. I got that. I got the trillion dollars. Yup, thanks.",25,True,True,11,False
JPM,2023-Q3,earnings,2023-10-13,27,qa,management,Jamie Dimon,,45,"Is that what we were talking about, actually?",26,True,False,11,False
JPM,2023-Q3,earnings,2023-10-13,28,qa,management,Jeremy Barnum,,28,BPI put something out on it.,27,True,False,11,False
JPM,2023-Q3,earnings,2023-10-13,29,qa,analyst,Ebrahim H. Poonawala,Bank of America,25,"BPI did, yeah. Thank you.",28,True,True,12,True
JPM,2023-Q3,earnings,2023-10-13,30,qa,operator,Operator,,88,Thank you. Our next question comes from Ryan Kenny with Morgan Stanley. You may proceed.,29,True,False,12,True
JPM,2023-Q3,earnings,2023-10-13,31,qa,analyst,Ryan Kenny,Morgan Stanley,18,Hey. Good morning.,30,True,True,13,True
JPM,2023-Q3,earnings,2023-10-13,32,qa,management,Jamie Dimon,,4,Hey.,31,True,False,13,True
JPM,2023-Q3,earnings,2023-10-13,33,qa,management,Jeremy Barnum,,3,Hi.,32,True,False,13,True
JPM,2023-Q3,earnings,2023-10-13,34,qa,analyst,Ryan Kenny,Morgan Stanley,310,Want to dig in on the NII side. So you raised the 2023 NII ex. Markets guidance by $2 billion for this year. So I know your comments in the press release suggest JPMorgan's over earning. So I just want to triangulate there. What does normalized NII look like? And do we get to normalized next year or later on?,33,True,True,14,False
JPM,2023-Q3,earnings,2023-10-13,35,qa,management,Jeremy Barnum,,1147,"Yeah, a couple things. So, let me do the timing question first. So we're being very clear that we are not predicting when. When is going to be a function of the marketplace and the rate environment and competitive dynamics and so on and so forth. So we're just really just trying to remind everyone to not bank on the current run rates, which we just don't fundamentally think are sustainable. You'll be aware that before Investor Day earlier this year, we tried to quantify what we thought that kind of normalized range might look like, and we put a sort of mid-70s type number out there. And at Investor Day, we talked about how the acquisition of First Republic was going to push that number up a little bit, although there was some overlap and so on and so forth. So anyway, with the benefit of time and having everything settled in a little bit, if you sort of push us for that, kind of, what is that number now look like, we think it’s probably closer to about $80 billion, with all of the obvious caveats that this is a guess, and we don’t know when. But we’re just trying to point out that it’s quite a bit lower than the current run rate.",34,True,False,14,False
JPM,2023-Q3,earnings,2023-10-13,36,qa,analyst,Ryan Kenny,Morgan Stanley,7,Got it.,35,True,True,15,False
JPM,2023-Q3,earnings,2023-10-13,37,qa,management,Jamie Dimon,,141,"Inside the company, some people think it'll happen sooner, i.e. me. Some people think it'll happen later, i.e., Jenn and Marianne and Jeremy.",36,True,False,15,False
JPM,2023-Q3,earnings,2023-10-13,38,qa,management,Jeremy Barnum,,49,"I wasn't aware that I was in that camp, actually.",37,True,False,15,False
JPM,2023-Q3,earnings,2023-10-13,39,qa,management,Jamie Dimon,,7,"Oh, ok.",38,True,False,15,False
JPM,2023-Q3,earnings,2023-10-13,40,qa,management,Jeremy Barnum,,61,"But I don't know, I'm not trying to have an opinion over you.",39,True,False,15,False
JPM,2023-Q3,earnings,2023-10-13,41,qa,operator,Operator,,10,Thank you.,40,True,False,15,False
JPM,2023-Q3,earnings,2023-10-13,42,qa,analyst,Ryan Kenny,Morgan Stanley,357,"And then on the loan growth side, industry loan growth has slowed significantly this year. What demand are you seeing for loan growth across the different categories? And I know it might be too early to talk about next year, but directionally, how should we think about loan growth given where we are in the cycle and the higher capital requirements coming?",41,True,True,16,False
JPM,2023-Q3,earnings,2023-10-13,43,qa,management,Jeremy Barnum,,1395,"Yeah, sure. So on loan growth, the story is pretty consistent with what we've been saying all year. So we've, of course, seen very robust loan growth in Card, and that's coming from both spending growth and the normalization in revolving balances. As we look forward, we're still optimistic about that, but it'll probably be a little bit more muted than it has been during this normalization period. In Auto, we've also seen pretty robust loan growth recently, both as a function of sort of slightly more competitive pricing on our side as the industry was a little bit slow to raise rates. And so we lost some share previously, and that's come back now. And generally, the supply chain situation is better, so that's been supported. As we look forward there, it should be a little bit more muted. And I think generally in Wholesale the loan growth story is going to be driven just by the economic environment. So depending on what you believe about soft landing, mild recession, no landing, you have slightly lower or slightly higher loan growth. But in any case, I would expect it to be relatively muted. And, of course, Home Lending remains fairly constrained both by rates and market conditions. But also, and I think this is true across the board, we will be managing things actively, as mentioned in light of Basel III, which may not change originations, but it will change what we retain.",42,True,False,16,False
